# X2 (y-model)  G=360  L=j/G  depth=30 cap=20000
# j i kill comps lambda maxoutdeg verdict
122 143 -1 151 1.1422 2 FAT
122 144 -1 234 1.1621 2 FAT
122 145 -1 154 1.1377 2 FAT
122 146 -1 61 1.0919 2 FAT
122 147 -1 14 1.0000 1 CYCLE
122 148 -1 7 1.0000 1 CYCLE
122 149 -1 48 1.0756 2 FAT
122 150 -1 114 1.1225 2 FAT
122 151 -1 60 1.0889 2 FAT
122 152 -1 5 1.0000 1 CYCLE
122 153 -1 5 1.0000 1 CYCLE
122 154 -1 5 1.0000 1 CYCLE
122 155 -1 5 1.0000 1 CYCLE
122 156 -1 5 1.0000 1 CYCLE
122 157 -1 5 1.0000 1 CYCLE
122 158 -1 5 1.0000 1 CYCLE
122 159 -1 95 1.1129 2 FAT
122 160 -1 95 1.1129 2 FAT
122 161 -1 8 1.0000 1 CYCLE
122 162 -1 94 1.1073 2 FAT
122 163 -1 175 1.1466 2 FAT
122 164 -1 71 1.1004 2 FAT
122 165 -1 6 1.0000 1 CYCLE
122 166 -1 3 1.0000 1 CYCLE
122 167 -1 3 1.0000 1 CYCLE
122 168 -1 3 1.0000 1 CYCLE
122 169 -1 3 1.0000 1 CYCLE
122 170 -1 3 1.0000 1 CYCLE
122 171 -1 3 1.0000 1 CYCLE
122 172 -1 3 1.0000 1 CYCLE
122 173 -1 3 1.0000 1 CYCLE
122 174 -1 3 1.0000 1 CYCLE
122 175 -1 3 1.0000 1 CYCLE
122 176 -1 3 1.0000 1 CYCLE
122 177 -1 3 1.0000 1 CYCLE
122 178 -1 3 1.0000 1 CYCLE
122 179 -1 3 1.0000 1 CYCLE
122 180 -1 3 1.0000 1 CYCLE
122 181 -1 3 1.0000 1 CYCLE
122 182 -1 3 1.0000 1 CYCLE
122 183 -1 3 1.0000 1 CYCLE
122 184 -1 3 1.0000 1 CYCLE
122 185 -1 3 1.0000 1 CYCLE
122 186 -1 3 1.0000 1 CYCLE
122 187 -1 6 1.0000 1 CYCLE
122 188 -1 118 1.1289 2 FAT
122 189 -1 199 1.1501 2 FAT
122 190 -1 56 1.0867 2 FAT
122 191 -1 38 1.0653 2 FAT
122 192 -1 7 1.0000 1 CYCLE
122 193 -1 52 1.0843 2 FAT
122 194 -1 153 1.1392 2 FAT
122 195 -1 78 1.1043 2 FAT
122 196 -1 8 1.0000 1 CYCLE
122 197 -1 4 1.0000 1 CYCLE
122 198 -1 4 1.0000 1 CYCLE
122 199 -1 4 1.0000 1 CYCLE
122 200 -1 4 1.0000 1 CYCLE
122 201 -1 4 1.0000 1 CYCLE
122 202 -1 4 1.0000 1 CYCLE
122 203 -1 4 1.0000 1 CYCLE
122 204 -1 4 1.0000 1 CYCLE
122 205 -1 4 1.0000 1 CYCLE
122 206 -1 4 1.0000 1 CYCLE
122 207 -1 4 1.0000 1 CYCLE
122 208 -1 8 1.0000 1 CYCLE
122 209 -1 103 1.1207 2 FAT
122 210 -1 103 1.1207 2 FAT
122 211 -1 83 1.1074 2 FAT
122 212 -1 83 1.1074 2 FAT
122 213 -1 10 1.0000 1 CYCLE
122 214 -1 5 1.0000 1 CYCLE
122 215 -1 5 1.0000 1 CYCLE
122 216 -1 5 1.0000 1 CYCLE
122 217 -1 5 1.0000 1 CYCLE
122 218 -1 5 1.0000 1 CYCLE
122 219 -1 5 1.0000 1 CYCLE
122 220 -1 65 1.0936 2 FAT
122 221 -1 144 1.1332 2 FAT
122 222 -1 58 1.0878 2 FAT
122 223 -1 6 1.0000 1 CYCLE
122 224 -1 6 1.0000 1 CYCLE
122 225 -1 6 1.0000 1 CYCLE
122 226 -1 6 1.0000 1 CYCLE
122 227 -1 92 1.1145 2 FAT
122 228 -1 92 1.1145 2 FAT
122 229 -1 7 1.0000 1 CYCLE
122 230 -1 7 1.0000 1 CYCLE
122 231 -1 68 1.0925 2 FAT
122 232 -1 68 1.0925 2 FAT
122 233 -1 8 1.0000 1 CYCLE
122 234 -1 56 1.0921 2 FAT
122 235 -1 153 1.1419 2 FAT
122 236 -1 109 1.1046 2 FAT
122 237 -1 87 1.0931 2 FAT
122 238 -1 341 1.1901 2 FAT
# row j=122 L=0.338889 n=239 KILL=0 CYCLE=167 FAT=72 CAP=0 certified=167 lambda[1.0365,1.1901]
123 0 -1 461 1.2058 2 FAT
123 1 -1 177 1.1193 2 FAT
123 2 -1 273 1.1636 2 FAT
123 3 -1 153 1.1419 2 FAT
123 4 -1 56 1.0921 2 FAT
123 5 -1 68 1.0925 2 FAT
123 6 -1 68 1.0925 2 FAT
123 7 -1 68 1.0925 2 FAT
123 8 -1 7 1.0000 1 CYCLE
123 9 -1 92 1.1145 2 FAT
123 10 -1 92 1.1145 2 FAT
123 11 -1 92 1.1145 2 FAT
123 12 -1 6 1.0000 1 CYCLE
123 13 -1 6 1.0000 1 CYCLE
123 14 -1 6 1.0000 1 CYCLE
123 15 -1 58 1.0878 2 FAT
123 16 -1 144 1.1332 2 FAT
123 17 -1 144 1.1332 2 FAT
123 18 -1 65 1.0936 2 FAT
123 19 -1 5 1.0000 1 CYCLE
123 20 -1 5 1.0000 1 CYCLE
123 21 -1 5 1.0000 1 CYCLE
123 22 -1 5 1.0000 1 CYCLE
123 23 -1 5 1.0000 1 CYCLE
123 24 -1 10 1.0000 1 CYCLE
123 25 -1 83 1.1074 2 FAT
123 26 -1 83 1.1074 2 FAT
123 27 -1 279 1.1643 2 FAT
123 28 -1 103 1.1207 2 FAT
123 29 -1 103 1.1207 2 FAT
123 30 -1 8 1.0000 1 CYCLE
123 31 -1 4 1.0000 1 CYCLE
123 32 -1 4 1.0000 1 CYCLE
123 33 -1 4 1.0000 1 CYCLE
123 34 -1 4 1.0000 1 CYCLE
123 35 -1 4 1.0000 1 CYCLE
123 36 -1 4 1.0000 1 CYCLE
123 37 -1 4 1.0000 1 CYCLE
123 38 -1 4 1.0000 1 CYCLE
123 39 -1 4 1.0000 1 CYCLE
123 40 -1 4 1.0000 1 CYCLE
123 41 -1 8 1.0000 1 CYCLE
123 42 -1 78 1.1043 2 FAT
123 43 -1 153 1.1392 2 FAT
123 44 -1 153 1.1392 2 FAT
123 45 -1 52 1.0843 2 FAT
123 46 -1 38 1.0653 2 FAT
123 47 -1 56 1.0867 2 FAT
123 48 -1 230 1.1588 2 FAT
123 49 -1 199 1.1501 2 FAT
123 50 -1 118 1.1289 2 FAT
123 51 -1 6 1.0000 1 CYCLE
123 52 -1 3 1.0000 1 CYCLE
123 53 -1 3 1.0000 1 CYCLE
123 54 -1 3 1.0000 1 CYCLE
123 55 -1 3 1.0000 1 CYCLE
123 56 -1 3 1.0000 1 CYCLE
123 57 -1 3 1.0000 1 CYCLE
123 58 -1 3 1.0000 1 CYCLE
123 59 -1 3 1.0000 1 CYCLE
123 60 -1 3 1.0000 1 CYCLE
123 61 -1 3 1.0000 1 CYCLE
123 62 -1 3 1.0000 1 CYCLE
123 63 -1 3 1.0000 1 CYCLE
123 64 -1 3 1.0000 1 CYCLE
123 65 -1 3 1.0000 1 CYCLE
123 66 -1 3 1.0000 1 CYCLE
123 67 -1 3 1.0000 1 CYCLE
123 68 -1 3 1.0000 1 CYCLE
123 69 -1 3 1.0000 1 CYCLE
123 70 -1 3 1.0000 1 CYCLE
123 71 -1 3 1.0000 1 CYCLE
123 72 -1 6 1.0000 1 CYCLE
123 73 -1 71 1.1004 2 FAT
123 74 -1 175 1.1466 2 FAT
123 75 -1 175 1.1466 2 FAT
123 76 -1 94 1.1073 2 FAT
123 77 -1 95 1.1129 2 FAT
123 78 -1 95 1.1129 2 FAT
123 79 -1 95 1.1129 2 FAT
123 80 -1 10 1.0000 1 CYCLE
123 81 -1 5 1.0000 1 CYCLE
123 82 -1 5 1.0000 1 CYCLE
123 83 -1 5 1.0000 1 CYCLE
123 84 -1 5 1.0000 1 CYCLE
123 85 -1 5 1.0000 1 CYCLE
123 86 -1 60 1.0889 2 FAT
123 87 -1 114 1.1225 2 FAT
123 88 -1 114 1.1225 2 FAT
123 89 -1 48 1.0756 2 FAT
123 90 -1 14 1.0000 1 CYCLE
123 91 -1 61 1.0919 2 FAT
123 92 -1 154 1.1377 2 FAT
123 93 -1 438 1.1903 2 FAT
123 94 -1 234 1.1621 2 FAT
123 95 -1 151 1.1422 2 FAT
123 96 -1 31 1.0365 2 FAT
123 97 -1 4 1.0000 1 CYCLE
123 98 -1 4 1.0000 1 CYCLE
123 99 -1 2 1.0000 1 CYCLE
123 100 -1 2 1.0000 1 CYCLE
123 101 -1 2 1.0000 1 CYCLE
123 102 -1 2 1.0000 1 CYCLE
123 103 -1 2 1.0000 1 CYCLE
123 104 -1 2 1.0000 1 CYCLE
123 105 -1 2 1.0000 1 CYCLE
123 106 -1 2 1.0000 1 CYCLE
123 107 -1 2 1.0000 1 CYCLE
123 108 -1 2 1.0000 1 CYCLE
123 109 -1 2 1.0000 1 CYCLE
123 110 -1 2 1.0000 1 CYCLE
123 111 -1 2 1.0000 1 CYCLE
123 112 -1 2 1.0000 1 CYCLE
123 113 -1 2 1.0000 1 CYCLE
123 114 -1 2 1.0000 1 CYCLE
123 115 -1 2 1.0000 1 CYCLE
123 116 -1 2 1.0000 1 CYCLE
123 117 -1 2 1.0000 1 CYCLE
123 118 -1 2 1.0000 1 CYCLE
123 119 -1 2 1.0000 1 CYCLE
123 120 -1 2 1.0000 1 CYCLE
123 121 -1 2 1.0000 1 CYCLE
123 122 -1 2 1.0000 1 CYCLE
123 123 -1 2 1.0000 1 CYCLE
123 124 -1 2 1.0000 1 CYCLE
123 125 -1 2 1.0000 1 CYCLE
123 126 -1 2 1.0000 1 CYCLE
123 127 -1 2 1.0000 1 CYCLE
123 128 -1 2 1.0000 1 CYCLE
123 129 -1 2 1.0000 1 CYCLE
123 130 -1 2 1.0000 1 CYCLE
123 131 -1 2 1.0000 1 CYCLE
123 132 -1 2 1.0000 1 CYCLE
123 133 -1 2 1.0000 1 CYCLE
123 134 -1 2 1.0000 1 CYCLE
123 135 -1 2 1.0000 1 CYCLE
123 136 -1 2 1.0000 1 CYCLE
123 137 -1 2 1.0000 1 CYCLE
123 138 -1 2 1.0000 1 CYCLE
123 139 -1 4 1.0000 1 CYCLE
123 140 -1 4 1.0000 1 CYCLE
123 141 -1 31 1.0365 2 FAT
123 142 -1 151 1.1422 2 FAT
123 143 -1 234 1.1621 2 FAT
123 144 -1 438 1.1903 2 FAT
123 145 -1 154 1.1377 2 FAT
123 146 -1 61 1.0919 2 FAT
123 147 -1 14 1.0000 1 CYCLE
123 148 -1 48 1.0756 2 FAT
123 149 -1 114 1.1225 2 FAT
123 150 -1 114 1.1225 2 FAT
123 151 -1 60 1.0889 2 FAT
123 152 -1 5 1.0000 1 CYCLE
123 153 -1 5 1.0000 1 CYCLE
123 154 -1 5 1.0000 1 CYCLE
123 155 -1 5 1.0000 1 CYCLE
123 156 -1 5 1.0000 1 CYCLE
123 157 -1 10 1.0000 1 CYCLE
123 158 -1 95 1.1129 2 FAT
123 159 -1 95 1.1129 2 FAT
123 160 -1 95 1.1129 2 FAT
123 161 -1 94 1.1073 2 FAT
123 162 -1 175 1.1466 2 FAT
123 163 -1 175 1.1466 2 FAT
123 164 -1 71 1.1004 2 FAT
123 165 -1 6 1.0000 1 CYCLE
123 166 -1 3 1.0000 1 CYCLE
123 167 -1 3 1.0000 1 CYCLE
123 168 -1 3 1.0000 1 CYCLE
123 169 -1 3 1.0000 1 CYCLE
123 170 -1 3 1.0000 1 CYCLE
123 171 -1 3 1.0000 1 CYCLE
123 172 -1 3 1.0000 1 CYCLE
123 173 -1 3 1.0000 1 CYCLE
123 174 -1 3 1.0000 1 CYCLE
123 175 -1 3 1.0000 1 CYCLE
123 176 -1 3 1.0000 1 CYCLE
123 177 -1 3 1.0000 1 CYCLE
123 178 -1 3 1.0000 1 CYCLE
123 179 -1 3 1.0000 1 CYCLE
123 180 -1 3 1.0000 1 CYCLE
123 181 -1 3 1.0000 1 CYCLE
123 182 -1 3 1.0000 1 CYCLE
123 183 -1 3 1.0000 1 CYCLE
123 184 -1 3 1.0000 1 CYCLE
123 185 -1 3 1.0000 1 CYCLE
123 186 -1 6 1.0000 1 CYCLE
123 187 -1 118 1.1289 2 FAT
123 188 -1 199 1.1501 2 FAT
123 189 -1 230 1.1588 2 FAT
123 190 -1 56 1.0867 2 FAT
123 191 -1 38 1.0653 2 FAT
123 192 -1 52 1.0843 2 FAT
123 193 -1 153 1.1392 2 FAT
123 194 -1 153 1.1392 2 FAT
123 195 -1 78 1.1043 2 FAT
123 196 -1 8 1.0000 1 CYCLE
123 197 -1 4 1.0000 1 CYCLE
123 198 -1 4 1.0000 1 CYCLE
123 199 -1 4 1.0000 1 CYCLE
123 200 -1 4 1.0000 1 CYCLE
123 201 -1 4 1.0000 1 CYCLE
123 202 -1 4 1.0000 1 CYCLE
123 203 -1 4 1.0000 1 CYCLE
123 204 -1 4 1.0000 1 CYCLE
123 205 -1 4 1.0000 1 CYCLE
123 206 -1 4 1.0000 1 CYCLE
123 207 -1 8 1.0000 1 CYCLE
123 208 -1 103 1.1207 2 FAT
123 209 -1 103 1.1207 2 FAT
123 210 -1 279 1.1643 2 FAT
123 211 -1 83 1.1074 2 FAT
123 212 -1 83 1.1074 2 FAT
123 213 -1 10 1.0000 1 CYCLE
123 214 -1 5 1.0000 1 CYCLE
123 215 -1 5 1.0000 1 CYCLE
123 216 -1 5 1.0000 1 CYCLE
123 217 -1 5 1.0000 1 CYCLE
123 218 -1 5 1.0000 1 CYCLE
123 219 -1 65 1.0936 2 FAT
123 220 -1 144 1.1332 2 FAT
123 221 -1 144 1.1332 2 FAT
123 222 -1 58 1.0878 2 FAT
123 223 -1 6 1.0000 1 CYCLE
123 224 -1 6 1.0000 1 CYCLE
123 225 -1 6 1.0000 1 CYCLE
123 226 -1 92 1.1145 2 FAT
123 227 -1 92 1.1145 2 FAT
123 228 -1 92 1.1145 2 FAT
123 229 -1 7 1.0000 1 CYCLE
123 230 -1 68 1.0925 2 FAT
123 231 -1 68 1.0925 2 FAT
123 232 -1 68 1.0925 2 FAT
123 233 -1 56 1.0921 2 FAT
123 234 -1 153 1.1419 2 FAT
123 235 -1 273 1.1636 2 FAT
123 236 -1 177 1.1193 2 FAT
123 237 -1 461 1.2058 2 FAT
# row j=123 L=0.341667 n=238 KILL=0 CYCLE=146 FAT=92 CAP=0 certified=146 lambda[1.0365,1.2058]
124 0 -1 641 1.2132 2 FAT
124 1 -1 385 1.1701 2 FAT
124 2 -1 273 1.1636 2 FAT
124 3 -1 153 1.1419 2 FAT
124 4 -1 204 1.1440 2 FAT
124 5 -1 97 1.0927 2 FAT
124 6 -1 68 1.0925 2 FAT
124 7 -1 168 1.1247 2 FAT
124 8 -1 92 1.1145 2 FAT
124 9 -1 92 1.1145 2 FAT
124 10 -1 92 1.1145 2 FAT
124 11 -1 92 1.1145 2 FAT
124 12 -1 6 1.0000 1 CYCLE
124 13 -1 12 1.0000 1 CYCLE
124 14 -1 58 1.0878 2 FAT
124 15 -1 144 1.1332 2 FAT
124 16 -1 144 1.1332 2 FAT
124 17 -1 144 1.1332 2 FAT
124 18 -1 65 1.0936 2 FAT
124 19 -1 5 1.0000 1 CYCLE
124 20 -1 5 1.0000 1 CYCLE
124 21 -1 5 1.0000 1 CYCLE
124 22 -1 5 1.0000 1 CYCLE
124 23 -1 10 1.0000 1 CYCLE
124 24 -1 83 1.1074 2 FAT
124 25 -1 83 1.1074 2 FAT
124 26 -1 279 1.1643 2 FAT
124 27 -1 279 1.1643 2 FAT
124 28 -1 103 1.1207 2 FAT
124 29 -1 103 1.1207 2 FAT
124 30 -1 8 1.0000 1 CYCLE
124 31 -1 4 1.0000 1 CYCLE
124 32 -1 4 1.0000 1 CYCLE
124 33 -1 4 1.0000 1 CYCLE
124 34 -1 4 1.0000 1 CYCLE
124 35 -1 4 1.0000 1 CYCLE
124 36 -1 4 1.0000 1 CYCLE
124 37 -1 4 1.0000 1 CYCLE
124 38 -1 4 1.0000 1 CYCLE
124 39 -1 4 1.0000 1 CYCLE
124 40 -1 8 1.0000 1 CYCLE
124 41 -1 78 1.1043 2 FAT
124 42 -1 153 1.1392 2 FAT
124 43 -1 153 1.1392 2 FAT
124 44 -1 153 1.1392 2 FAT
124 45 -1 193 1.1377 2 FAT
124 46 -1 56 1.0867 2 FAT
124 47 -1 230 1.1588 2 FAT
124 48 -1 230 1.1588 2 FAT
124 49 -1 199 1.1501 2 FAT
124 50 -1 118 1.1289 2 FAT
124 51 -1 6 1.0000 1 CYCLE
124 52 -1 6 1.0000 1 CYCLE
124 53 -1 3 1.0000 1 CYCLE
124 54 -1 3 1.0000 1 CYCLE
124 55 -1 3 1.0000 1 CYCLE
124 56 -1 3 1.0000 1 CYCLE
124 57 -1 3 1.0000 1 CYCLE
124 58 -1 3 1.0000 1 CYCLE
124 59 -1 3 1.0000 1 CYCLE
124 60 -1 3 1.0000 1 CYCLE
124 61 -1 3 1.0000 1 CYCLE
124 62 -1 3 1.0000 1 CYCLE
124 63 -1 3 1.0000 1 CYCLE
124 64 -1 3 1.0000 1 CYCLE
124 65 -1 3 1.0000 1 CYCLE
124 66 -1 3 1.0000 1 CYCLE
124 67 -1 3 1.0000 1 CYCLE
124 68 -1 3 1.0000 1 CYCLE
124 69 -1 3 1.0000 1 CYCLE
124 70 -1 3 1.0000 1 CYCLE
124 71 -1 6 1.0000 1 CYCLE
124 72 -1 71 1.1004 2 FAT
124 73 -1 175 1.1466 2 FAT
124 74 -1 175 1.1466 2 FAT
124 75 -1 175 1.1466 2 FAT
124 76 -1 358 1.1736 2 FAT
124 77 -1 95 1.1129 2 FAT
124 78 -1 95 1.1129 2 FAT
124 79 -1 95 1.1129 2 FAT
124 80 -1 10 1.0000 1 CYCLE
124 81 -1 5 1.0000 1 CYCLE
124 82 -1 5 1.0000 1 CYCLE
124 83 -1 5 1.0000 1 CYCLE
124 84 -1 5 1.0000 1 CYCLE
124 85 -1 60 1.0889 2 FAT
124 86 -1 114 1.1225 2 FAT
124 87 -1 114 1.1225 2 FAT
124 88 -1 114 1.1225 2 FAT
124 89 -1 128 1.1112 2 FAT
124 90 -1 61 1.0919 2 FAT
124 91 -1 154 1.1377 2 FAT
124 92 -1 438 1.1903 2 FAT
124 93 -1 438 1.1903 2 FAT
124 94 -1 234 1.1621 2 FAT
124 95 -1 151 1.1422 2 FAT
124 96 -1 31 1.0365 2 FAT
124 97 -1 4 1.0000 1 CYCLE
124 98 -1 4 1.0000 1 CYCLE
124 99 -1 4 1.0000 1 CYCLE
124 100 -1 2 1.0000 1 CYCLE
124 101 -1 2 1.0000 1 CYCLE
124 102 -1 2 1.0000 1 CYCLE
124 103 -1 2 1.0000 1 CYCLE
124 104 -1 2 1.0000 1 CYCLE
124 105 -1 2 1.0000 1 CYCLE
124 106 -1 2 1.0000 1 CYCLE
124 107 -1 2 1.0000 1 CYCLE
124 108 -1 2 1.0000 1 CYCLE
124 109 -1 2 1.0000 1 CYCLE
124 110 -1 2 1.0000 1 CYCLE
124 111 -1 2 1.0000 1 CYCLE
124 112 -1 2 1.0000 1 CYCLE
124 113 -1 2 1.0000 1 CYCLE
124 114 -1 2 1.0000 1 CYCLE
124 115 -1 2 1.0000 1 CYCLE
124 116 -1 2 1.0000 1 CYCLE
124 117 -1 2 1.0000 1 CYCLE
124 118 -1 2 1.0000 1 CYCLE
124 119 -1 2 1.0000 1 CYCLE
124 120 -1 2 1.0000 1 CYCLE
124 121 -1 2 1.0000 1 CYCLE
124 122 -1 2 1.0000 1 CYCLE
124 123 -1 2 1.0000 1 CYCLE
124 124 -1 2 1.0000 1 CYCLE
124 125 -1 2 1.0000 1 CYCLE
124 126 -1 2 1.0000 1 CYCLE
124 127 -1 2 1.0000 1 CYCLE
124 128 -1 2 1.0000 1 CYCLE
124 129 -1 2 1.0000 1 CYCLE
124 130 -1 2 1.0000 1 CYCLE
124 131 -1 2 1.0000 1 CYCLE
124 132 -1 2 1.0000 1 CYCLE
124 133 -1 2 1.0000 1 CYCLE
124 134 -1 2 1.0000 1 CYCLE
124 135 -1 2 1.0000 1 CYCLE
124 136 -1 2 1.0000 1 CYCLE
124 137 -1 4 1.0000 1 CYCLE
124 138 -1 4 1.0000 1 CYCLE
124 139 -1 4 1.0000 1 CYCLE
124 140 -1 31 1.0365 2 FAT
124 141 -1 151 1.1422 2 FAT
124 142 -1 234 1.1621 2 FAT
124 143 -1 438 1.1903 2 FAT
124 144 -1 438 1.1903 2 FAT
124 145 -1 154 1.1377 2 FAT
124 146 -1 61 1.0919 2 FAT
124 147 -1 128 1.1112 2 FAT
124 148 -1 114 1.1225 2 FAT
124 149 -1 114 1.1225 2 FAT
124 150 -1 114 1.1225 2 FAT
124 151 -1 60 1.0889 2 FAT
124 152 -1 5 1.0000 1 CYCLE
124 153 -1 5 1.0000 1 CYCLE
124 154 -1 5 1.0000 1 CYCLE
124 155 -1 5 1.0000 1 CYCLE
124 156 -1 10 1.0000 1 CYCLE
124 157 -1 95 1.1129 2 FAT
124 158 -1 95 1.1129 2 FAT
124 159 -1 95 1.1129 2 FAT
124 160 -1 358 1.1736 2 FAT
124 161 -1 175 1.1466 2 FAT
124 162 -1 175 1.1466 2 FAT
124 163 -1 175 1.1466 2 FAT
124 164 -1 71 1.1004 2 FAT
124 165 -1 6 1.0000 1 CYCLE
124 166 -1 3 1.0000 1 CYCLE
124 167 -1 3 1.0000 1 CYCLE
124 168 -1 3 1.0000 1 CYCLE
124 169 -1 3 1.0000 1 CYCLE
124 170 -1 3 1.0000 1 CYCLE
124 171 -1 3 1.0000 1 CYCLE
124 172 -1 3 1.0000 1 CYCLE
124 173 -1 3 1.0000 1 CYCLE
124 174 -1 3 1.0000 1 CYCLE
124 175 -1 3 1.0000 1 CYCLE
124 176 -1 3 1.0000 1 CYCLE
124 177 -1 3 1.0000 1 CYCLE
124 178 -1 3 1.0000 1 CYCLE
124 179 -1 3 1.0000 1 CYCLE
124 180 -1 3 1.0000 1 CYCLE
124 181 -1 3 1.0000 1 CYCLE
124 182 -1 3 1.0000 1 CYCLE
124 183 -1 3 1.0000 1 CYCLE
124 184 -1 6 1.0000 1 CYCLE
124 185 -1 6 1.0000 1 CYCLE
124 186 -1 118 1.1289 2 FAT
124 187 -1 199 1.1501 2 FAT
124 188 -1 230 1.1588 2 FAT
124 189 -1 230 1.1588 2 FAT
124 190 -1 56 1.0867 2 FAT
124 191 -1 193 1.1377 2 FAT
124 192 -1 153 1.1392 2 FAT
124 193 -1 153 1.1392 2 FAT
124 194 -1 153 1.1392 2 FAT
124 195 -1 78 1.1043 2 FAT
124 196 -1 8 1.0000 1 CYCLE
124 197 -1 4 1.0000 1 CYCLE
124 198 -1 4 1.0000 1 CYCLE
124 199 -1 4 1.0000 1 CYCLE
124 200 -1 4 1.0000 1 CYCLE
124 201 -1 4 1.0000 1 CYCLE
124 202 -1 4 1.0000 1 CYCLE
124 203 -1 4 1.0000 1 CYCLE
124 204 -1 4 1.0000 1 CYCLE
124 205 -1 4 1.0000 1 CYCLE
124 206 -1 8 1.0000 1 CYCLE
124 207 -1 103 1.1207 2 FAT
124 208 -1 103 1.1207 2 FAT
124 209 -1 279 1.1643 2 FAT
124 210 -1 279 1.1643 2 FAT
124 211 -1 83 1.1074 2 FAT
124 212 -1 83 1.1074 2 FAT
124 213 -1 10 1.0000 1 CYCLE
124 214 -1 5 1.0000 1 CYCLE
124 215 -1 5 1.0000 1 CYCLE
124 216 -1 5 1.0000 1 CYCLE
124 217 -1 5 1.0000 1 CYCLE
124 218 -1 65 1.0936 2 FAT
124 219 -1 144 1.1332 2 FAT
124 220 -1 144 1.1332 2 FAT
124 221 -1 144 1.1332 2 FAT
124 222 -1 58 1.0878 2 FAT
124 223 -1 12 1.0000 1 CYCLE
124 224 -1 6 1.0000 1 CYCLE
124 225 -1 92 1.1145 2 FAT
124 226 -1 92 1.1145 2 FAT
124 227 -1 92 1.1145 2 FAT
124 228 -1 92 1.1145 2 FAT
124 229 -1 168 1.1247 2 FAT
124 230 -1 68 1.0925 2 FAT
124 231 -1 97 1.0927 2 FAT
124 232 -1 204 1.1440 2 FAT
124 233 -1 153 1.1419 2 FAT
124 234 -1 273 1.1636 2 FAT
124 235 -1 385 1.1701 2 FAT
124 236 -1 641 1.2132 2 FAT
# row j=124 L=0.344444 n=237 KILL=0 CYCLE=131 FAT=106 CAP=0 certified=131 lambda[1.0365,1.2132]
125 0 -1 970 1.2294 2 FAT
125 1 -1 385 1.1701 2 FAT
125 2 -1 273 1.1636 2 FAT
125 3 -1 406 1.1872 2 FAT
125 4 -1 204 1.1440 2 FAT
125 5 -1 97 1.0927 2 FAT
125 6 -1 168 1.1247 2 FAT
125 7 -1 351 1.1726 2 FAT
125 8 -1 92 1.1145 2 FAT
125 9 -1 92 1.1145 2 FAT
125 10 -1 92 1.1145 2 FAT
125 11 -1 92 1.1145 2 FAT
125 12 -1 56 1.0410 2 FAT
125 13 -1 58 1.0878 2 FAT
125 14 -1 144 1.1332 2 FAT
125 15 -1 144 1.1332 2 FAT
125 16 -1 144 1.1332 2 FAT
125 17 -1 144 1.1332 2 FAT
125 18 -1 65 1.0936 2 FAT
125 19 -1 5 1.0000 1 CYCLE
125 20 -1 5 1.0000 1 CYCLE
125 21 -1 5 1.0000 1 CYCLE
125 22 -1 10 1.0000 1 CYCLE
125 23 -1 83 1.1074 2 FAT
125 24 -1 83 1.1074 2 FAT
125 25 -1 279 1.1643 2 FAT
125 26 -1 279 1.1643 2 FAT
125 27 -1 279 1.1643 2 FAT
125 28 -1 103 1.1207 2 FAT
125 29 -1 103 1.1207 2 FAT
125 30 -1 8 1.0000 1 CYCLE
125 31 -1 4 1.0000 1 CYCLE
125 32 -1 4 1.0000 1 CYCLE
125 33 -1 4 1.0000 1 CYCLE
125 34 -1 4 1.0000 1 CYCLE
125 35 -1 4 1.0000 1 CYCLE
125 36 -1 4 1.0000 1 CYCLE
125 37 -1 4 1.0000 1 CYCLE
125 38 -1 4 1.0000 1 CYCLE
125 39 -1 8 1.0000 1 CYCLE
125 40 -1 78 1.1043 2 FAT
125 41 -1 153 1.1392 2 FAT
125 42 -1 153 1.1392 2 FAT
125 43 -1 153 1.1392 2 FAT
125 44 -1 400 1.1816 2 FAT
125 45 -1 307 1.1540 2 FAT
125 46 -1 230 1.1588 2 FAT
125 47 -1 230 1.1588 2 FAT
125 48 -1 230 1.1588 2 FAT
125 49 -1 199 1.1501 2 FAT
125 50 -1 118 1.1289 2 FAT
125 51 -1 9 1.0000 1 CYCLE
125 52 -1 6 1.0000 1 CYCLE
125 53 -1 3 1.0000 1 CYCLE
125 54 -1 3 1.0000 1 CYCLE
125 55 -1 3 1.0000 1 CYCLE
125 56 -1 3 1.0000 1 CYCLE
125 57 -1 3 1.0000 1 CYCLE
125 58 -1 3 1.0000 1 CYCLE
125 59 -1 3 1.0000 1 CYCLE
125 60 -1 3 1.0000 1 CYCLE
125 61 -1 3 1.0000 1 CYCLE
125 62 -1 3 1.0000 1 CYCLE
125 63 -1 3 1.0000 1 CYCLE
125 64 -1 3 1.0000 1 CYCLE
125 65 -1 3 1.0000 1 CYCLE
125 66 -1 3 1.0000 1 CYCLE
125 67 -1 3 1.0000 1 CYCLE
125 68 -1 3 1.0000 1 CYCLE
125 69 -1 6 1.0000 1 CYCLE
125 70 -1 6 1.0000 1 CYCLE
125 71 -1 71 1.1004 2 FAT
125 72 -1 175 1.1466 2 FAT
125 73 -1 175 1.1466 2 FAT
125 74 -1 175 1.1466 2 FAT
125 75 -1 490 1.1941 2 FAT
125 76 -1 358 1.1736 2 FAT
125 77 -1 124 1.1137 2 FAT
125 78 -1 95 1.1129 2 FAT
